Year	Site	Tree	0pt1km	0pt5km	1km	2km	Foundresses	Poll	Npoll	SO1	SO2	LO1	Het1	Het2	Aepoc	Physo	Seeds	Crop	Vol	Lat	Nearest20	Nearest5	Nearest10	Nearest40
2010	70	8	14	22	45	55	1	72	3	2	0	1	0	0	0	0	223	4	2669	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	70	8	14	22	45	55	1	45	14	11	3	0	0	0	0	0	331	4	3589.5433333333	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	172	4	24	58	59	69	1	147	16	0	0	16	0	0	1	0	NA	14	1814.92	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	154	26	3	12	11	0	0	2	0	NA	14	2326.74	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	109	43	0	2	34	7	0	2	0	NA	14	1966.1633333333	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	145	47	2	10	35	0	0	0	0	NA	14	2373.84	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	116	21	0	0	21	0	0	1	5	NA	14	2081.82	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	90	51	1	6	43	1	0	0	0	NA	14	1413	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	115	42	0	2	36	4	0	3	0	NA	14	1959.36	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	147	13	1	0	12	0	0	2	1	NA	14	1966.1633333333	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	99	9	9	0	0	0	0	1	1	NA	14	1318.8	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	229	13	1	0	11	1	0	2	1	NA	14	2204.28	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	109	22	0	22	0	0	0	5	0	NA	14	1632.8	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	153	5	5	0	0	0	0	0	0	NA	14	1966.1633333333	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	130	24	0	0	24	0	0	0	3	NA	14	1741.6533333333	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	3	89	23	12	4	7	0	0	1	0	NA	14	1607.68	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	98	0	0	0	0	0	0	0	1	NA	14	1507.2	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	11	40	0	0	39	1	0	0	0	NA	14	1530.75	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	30	24	0	0	23	1	0	0	0	NA	14	1507.2	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	73	8	6	0	2	0	0	2	0	NA	14	1850.5066666667	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	68	34	0	2	32	0	0	1	2	NA	14	1632.8	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	99	38	13	7	18	0	0	3	1	NA	14	1413	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	80	21	0	0	20	1	0	0	0	NA	14	1381.6	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	90	28	3	19	6	0	0	2	1	NA	14	1632.8	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	39	24	0	2	22	0	0	0	1	NA	14	NA	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	1	45	10	0	0	10	0	0	0	0	NA	14	1318.8	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	172	4	24	58	59	69	2	27	0	0	0	0	0	0	0	0	NA	14	1530.75	28.29127	0.06553932	0.009899212	0.03190296	0.1725192
2010	96	34	26	94	116	132	0	0	72	0	5	49	11	7	0	0	NA	7	NA	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	21	76	4	2	30	37	3	0	0	NA	7	4352.04	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	6	2	1	0	3	0	0	0	NA	7	4593.82	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	36	4	7	23	2	0	1	0	NA	7	4593.82	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	1	74	6	18	38	11	1	0	0	NA	7	5488.72	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	48	58	12	0	36	9	1	0	1	NA	7	3684.2666666667	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	80	0	18	57	5	0	0	0	NA	7	3692.64	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	0	57	0	9	27	21	0	0	0	NA	7	6280	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	44	7	6	29	1	1	0	0	NA	7	3851.7333333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	48	2	15	17	12	2	0	0	NA	7	6330.24	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	115	0	23	50	38	4	0	0	NA	7	6631.68	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	11	54	0	0	52	1	1	1	0	NA	7	3692.64	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	76	0	0	49	26	1	0	0	NA	7	5526.4	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	2	18	1	2	4	11	0	0	0	NA	7	6644.24	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	33	0	9	22	2	0	0	0	NA	7	3140	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	2	52	3	0	47	2	0	0	0	NA	7	3022.7733333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	73	3	15	30	25	0	0	0	NA	7	4305.9866666667	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	61	2	9	42	8	0	0	0	NA	7	4144.8	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	0	40	3	0	37	0	0	0	0	NA	7	3736.6	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	4	34	10	3	21	0	0	0	0	NA	7	3500.0533333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	40	4	7	24	5	0	0	0	NA	7	2419.8933333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	11	17	4	0	8	4	1	0	0	NA	7	2684.7	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	40	3	0	35	2	0	0	0	NA	7	2326.74	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	40	0	10	23	7	0	2	1	NA	7	4396	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	69	3	10	33	23	0	0	0	NA	7	4973.76	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	32	2	3	25	2	0	4	0	NA	7	3181.8666666667	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	4	85	10	14	39	22	0	0	0	NA	7	5488.72	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	33	0	11	21	0	1	5	2	NA	7	2684.7	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	51	5	8	37	1	0	0	0	NA	7	3042.66	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	0	43	0	8	32	3	0	0	0	NA	7	3758.58	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	1	88	5	3	61	19	0	0	0	NA	7	6214.5833333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	22	30	0	0	18	12	0	0	0	NA	7	3868.48	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	48	11	2	31	4	0	4	0	NA	7	4429.4933333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	13	0	0	3	10	0	1	9	NA	7	3768	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	1	41	4	3	22	11	1	0	0	NA	7	3692.64	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	40	42	1	8	26	1	6	0	0	NA	7	3914.5333333333	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	1	0	28	0	3	10	15	0	0	0	NA	7	2505.72	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	2	23	16	0	3	11	2	0	0	0	NA	7	3231.06	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	0	0	0	0	0	0	2	3	NA	7	4152.65	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	96	34	26	94	116	132	0	0	36	2	3	29	2	0	1	0	NA	7	4110.26	24.03062	0.07327677	0.009482443	0.03326994	0.1817658
2010	70	38	0	0	11	29	1	7	40	2	16	21	1	0	4	1	248	6	2260.8	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	1	3	25	0	0	25	0	0	5	4	223	6	2402.1	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	9	7	1	0	5	1	0	4	5	263	6	2119.5	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	13	51	0	0	51	0	0	0	0	397	6	2110.08	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	3	8	31	2	14	14	0	1	0	2	282	6	2535.55	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	16	14	4	10	0	0	0	0	2	224	6	2402.1	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	1	7	24	0	8	16	0	0	1	2	193	6	2135.2	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	3	13	14	0	2	12	0	0	1	1	353	6	2863.68	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	3	3	33	0	3	30	0	0	1	0	260	6	2009.6	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	1	23	0	3	20	0	0	1	0	155	6	898.04	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	1	5	27	0	9	17	1	0	0	0	232	6	1743.7466666667	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	18	0	0	0	0	0	0	1	1	350	6	1641.1733333333	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	2	15	10	0	0	10	0	0	0	0	344	6	2366.5133333333	23.73647	1.223882	0.7719045	0.9706107	2.534226
2010	70	38	0	0	11	29	3	9	14	14	0	0	0	0	2	0	NA	6	1992.8533333333	23.73647	1.223882	0.7719045	0.9706107	2.534226
2013	158	29	21	96	101	101	2	17	16	2	5	8	0	1	0	0	NA	NA	1318.8	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	41	49	86	101	101	1	68	50	0	13	37	0	0	0	0	NA	NA	923.16	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	29	21	96	101	101	1	20	72	7	15	49	0	1	0	0	NA	NA	2562.24	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	6	40	3	6	24	7	0	0	0	NA	NA	1875.63	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	51	11	4	4	3	0	0	0	0	NA	NA	1511.39	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	42	0	0	41	1	0	0	0	NA	NA	666.73	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	39	4	4	27	4	0	0	0	NA	NA	1295.25	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	2	23	2	11	9	1	0	0	0	NA	NA	923.16	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	1	44	2	8	34	0	0	0	0	NA	NA	1059.75	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	24	10	13	1	0	0	0	0	NA	NA	2117.41	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	42	3	5	34	0	0	0	0	NA	NA	1473.71	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	55	3	14	34	4	0	0	0	NA	NA	923.16	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	41	0	1	40	0	0	0	0	NA	NA	791.28	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	42	0	12	29	1	0	0	0	NA	NA	1177.5	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	24	70	0	38	31	0	1	0	0	NA	NA	785	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	14	20	0	9	11	0	0	0	0	NA	NA	1884	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	8	36	15	21	0	0	0	0	0	NA	NA	1507.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	6	77	11	27	39	0	0	0	0	NA	NA	1356.48	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	74	0	13	61	0	0	0	0	NA	NA	2543.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	54	0	7	43	4	0	0	0	NA	NA	1875.63	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	65	2	11	39	7	6	0	0	NA	NA	117.23	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	61	47	5	19	20	0	3	0	0	NA	NA	2277.55	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	42	5	6	29	2	0	0	0	NA	NA	2535.55	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	67	0	21	46	0	0	0	0	NA	NA	1875.63	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	4	39	0	16	23	0	0	2	0	NA	NA	1708.16	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	0	0	27	0	1	26	0	0	0	0	NA	NA	1601.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	15	30	7	12	10	0	1	0	0	NA	NA	1507.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	41	49	86	101	101	2	32	30	0	1	26	3	0	0	0	NA	NA	2722.38	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	2	103	57	0	33	22	2	0	0	0	NA	NA	2545.49	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	0	0	59	0	0	30	29	0	0	0	NA	NA	2722.38	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	15	0	0	0	0	0	0	0	0	NA	NA	2277.55	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	0	0	25	0	0	25	0	0	0	1	NA	NA	2277.55	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	35	26	15	10	1	0	0	0	0	NA	NA	952.47	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	0	0	45	0	2	43	0	0	0	0	NA	NA	1766.25	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	38	7	1	3	2	1	0	0	0	NA	NA	2119.5	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	0	0	0	0	0	0	0	0	0	NA	NA	2419.89	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	12	30	0	0	29	1	0	0	0	NA	NA	1766.25	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	58	30	0	0	30	0	0	0	0	NA	NA	2277.55	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	30	30	11	14	5	0	0	0	0	NA	NA	1884	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	29	21	96	101	101	1	38	56	0	35	21	0	0	0	0	NA	NA	1177.5	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	18	29	3	12	14	0	0	0	0	NA	NA	1177.5	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	2	25	0	16	9	0	0	0	0	NA	NA	1256	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	1	40	7	27	6	0	0	0	0	NA	NA	2110.08	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	0	10	0	3	7	0	0	0	0	NA	NA	1868.3	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	64	1	0	55	8	0	0	0	NA	NA	2260.8	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	33	50	4	11	29	2	4	4	0	NA	NA	1318.8	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	9	4	0	1	2	1	0	0	0	NA	NA	1289.49	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	59	0	22	37	0	0	0	0	NA	NA	1061.32	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	26	36	3	14	19	0	0	1	0	NA	NA	1130.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	16	0	0	16	0	0	0	0	NA	NA	1289.49	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	50	28	6	16	6	0	0	0	0	NA	NA	1289.49	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	28	20	1	3	16	0	0	0	0	NA	NA	2117.41	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	49	1	0	0	1	0	0	0	0	NA	NA	1538.6	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	9	50	4	6	40	0	0	0	0	NA	NA	1406.72	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	11	46	8	23	11	3	1	0	0	NA	NA	1648.5	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	27	9	1	3	3	0	2	0	0	NA	NA	1565.81	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	33	0	1	20	12	0	0	0	NA	NA	1507.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	3	10	5	3	2	0	0	0	0	NA	NA	1607.68	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	19	23	3	6	14	0	0	0	0	NA	NA	2241.96	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	9	20	2	0	17	0	1	0	0	NA	NA	1523.95	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	1	42	2	8	32	0	0	0	0	NA	NA	1507.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	2	0	49	4	16	29	0	0	0	0	NA	NA	1318.8	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	29	21	96	101	101	1	0	12	0	1	7	4	0	0	0	NA	NA	1978.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2013	158	41	49	86	101	101	1	20	12	0	0	12	0	0	0	0	NA	NA	923.16	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	3	26	3	5	17	1	0	0	0	NA	NA	2135.2	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	0	43	2	0	30	10	1	0	0	NA	NA	1875.63	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	0	94	0	0	94	0	0	0	0	NA	NA	2009.6	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	2	117	34	2	11	21	0	0	0	0	NA	NA	2419.89	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	3	33	1	0	0	1	0	0	0	0	NA	NA	2009.6	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	0	60	0	3	51	6	0	0	0	NA	NA	2562.24	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	2	3	4	0	2	2	0	0	0	0	NA	NA	1538.6	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	41	49	86	101	101	1	5	0	0	0	0	0	0	0	0	NA	NA	2110.08	29.26395723	0.02126539	0.003480804	0.007709585	0.07481671
2013	158	25	37	96	101	101	1	1	9	1	3	5	0	0	0	0	NA	NA	972.88	29.26363	0.04002479	0.009429269	0.02055234	0.1144418
2013	158	25	37	96	101	101	1	0	12	1	11	0	0	0	0	0	NA	NA	575.67	29.26363	0.04002479	0.009429269	0.02055234	0.1144418
2013	172	12	26	58	66	69	1	0	45	0	8	37	0	0	0	0	NA	NA	1061.32	28.29040001	0.07252922	0.02153833	0.03889285	0.1409206
2013	172	12	26	58	66	69	1	0	36	0	6	30	0	0	0	0	NA	NA	1333.45	28.29040001	0.07252922	0.02153833	0.03889285	0.1409206
2013	172	12	26	58	66	69	2	0	57	0	5	52	0	0	0	0	NA	NA	1130.4	28.29040001	0.07252922	0.02153833	0.03889285	0.1409206
2013	172	12	26	58	66	69	3	1	92	0	8	84	0	0	0	0	NA	NA	2562.24	28.29040001	0.07252922	0.02153833	0.03889285	0.1409206
2013	172	12	26	58	66	69	1	0	41	0	0	41	0	0	0	0	NA	NA	1538.6	28.29040001	0.07252922	0.02153833	0.03889285	0.1409206
2013	172	7	25	58	59	69	1	63	23	4	18	1	0	0	0	0	NA	NA	1099	28.29089999	0.07216421	0.01250193	0.03431674	0.1969099
2013	172	7	25	58	59	69	2	0	35	0	0	35	0	0	0	0	NA	NA	2135.2	28.29089999	0.07216421	0.01250193	0.03431674	0.1969099
2013	172	31	27	58	66	69	1	91	19	0	4	13	0	2	0	0	NA	NA	381.51	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	2	0	53	4	10	39	0	0	0	0	NA	NA	471	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	2	0	47	0	12	31	1	3	0	0	NA	NA	523.33	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	1	0	47	10	7	30	0	0	0	0	NA	NA	466.29	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	2	0	30	0	3	27	0	0	0	0	NA	NA	518.1	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	50	27	58	66	69	1	1	35	0	19	16	0	0	0	0	NA	NA	3042.66	28.28972996	0.0716285	0.02850164	0.0374744	0.1411176
2013	172	50	27	58	66	69	1	41	66	12	38	16	0	0	2	0	NA	NA	898.04	28.28972996	0.0716285	0.02850164	0.0374744	0.1411176
2013	172	50	27	58	66	69	1	93	45	3	11	28	2	1	0	0	NA	NA	1318.8	28.28972996	0.0716285	0.02850164	0.0374744	0.1411176
2013	172	50	27	58	66	69	2	24	50	1	36	13	0	0	0	0	NA	NA	1130.4	28.28972996	0.0716285	0.02850164	0.0374744	0.1411176
2013	172	83	27	58	66	69	1	21	5	0	0	5	0	0	0	0	NA	NA	423.9	28.28954003	0.07736653	0.01564841	0.03224605	0.1449341
2013	172	83	27	58	66	69	1	0	49	0	8	36	5	0	0	0	NA	NA	230.79	28.28954003	0.07736653	0.01564841	0.03224605	0.1449341
2013	172	83	27	58	66	69	0	0	15	0	0	15	0	0	0	0	NA	NA	175.84	28.28954003	0.07736653	0.01564841	0.03224605	0.1449341
2013	172	83	27	58	66	69	0	72	0	0	0	0	0	0	0	0	NA	NA	368.43	28.28954003	0.07736653	0.01564841	0.03224605	0.1449341
2013	172	83	27	58	66	69	1	0	17	0	0	17	0	0	0	0	NA	NA	466.29	28.28954003	0.07736653	0.01564841	0.03224605	0.1449341
2013	172	82	25	58	66	69	2	1	56	0	7	49	0	0	0	0	NA	NA	334.93	28.28932101	0.06942813	0.0170581	0.04737912	0.1517024
2013	172	82	25	58	66	69	0	0	81	0	5	75	1	0	0	0	NA	NA	368.43	28.28932101	0.06942813	0.0170581	0.04737912	0.1517024
2013	172	82	25	58	66	69	1	0	56	0	0	56	0	0	0	0	NA	NA	508.68	28.28932101	0.06942813	0.0170581	0.04737912	0.1517024
2013	172	82	25	58	66	69	1	2	53	0	0	53	0	0	0	0	NA	NA	423.9	28.28932101	0.06942813	0.0170581	0.04737912	0.1517024
2013	172	82	25	58	66	69	2	8	13	0	0	13	0	0	0	0	NA	NA	401.92	28.28932101	0.06942813	0.0170581	0.04737912	0.1517024
2013	172	31	27	58	66	69	2	53	45	27	17	1	0	0	0	0	NA	NA	690.8	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	1	23	40	7	19	14	0	0	0	0	NA	NA	423.9	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	2	45	50	5	13	29	1	2	0	0	NA	NA	523.33	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	31	27	58	66	69	1	0	32	3	20	9	0	0	0	0	NA	NA	460.53	28.29089899	0.07247463	0.01564841	0.04397299	0.148703
2013	172	50	27	58	66	69	1	0	76	0	16	60	0	0	0	0	NA	NA	898.04	28.28972996	0.0716285	0.02850164	0.0374744	0.1411176
