Year	Site	Tree	0pt1km	0pt5km	1km	2km	Foundresses	Poll	Npoll	SO1	SO2	LO1	Het1	Het2	Aepoc	Physo	Seeds	Crop	Vol	Lat	Nearest20	Nearest5	Nearest10	Nearest40
2010	70	56	13	22	46	56	2	245	22	22	0	0	0	0	0	0	151	3	3560.76	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	3	295	6	0	0	6	0	0	0	0	243	3	3391.2	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	204	32	0	0	32	0	0	0	0	175	3	3768	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	176	22	0	0	22	0	0	0	0	198	3	3967.39	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	2	174	34	0	0	34	0	0	0	0	254	3	4176.2	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	2	87	16	0	0	16	0	0	0	0	96	3	1875.6266666667	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	218	0	0	0	0	0	0	0	0	158	3	2260.8	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	154	10	0	0	10	0	0	0	0	200	3	3380.7333333333	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	2	118	3	0	0	3	0	0	0	0	223	3	1992.8533333333	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	158	1	0	0	0	0	1	0	0	198	3	1992.8533333333	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	2	155	26	15	0	11	0	0	0	0	121	3	3400.62	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	148	13	0	0	13	0	0	0	0	170	3	2543.4	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	111	26	7	0	19	0	0	2	0	226	3	3560.76	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	224	30	4	0	24	0	2	0	0	252	3	3181.8666666667	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	190	7	5	0	2	0	0	0	0	79	3	1875.6266666667	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	129	0	0	0	0	0	0	0	0	218	3	2277.5466666667	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	2	13	32	0	0	32	0	0	0	0	NA	3	1758.4	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	70	56	13	22	46	56	1	82	22	22	0	0	0	0	0	0	197	3	2009.6	23.73893	0.2111818	0.004781315	0.03886669	0.7378676
2010	113	04N	3	3	4	4	0	0	48	1	3	13	31	0	0	1	NA	11	2562.24	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	46	2	12	10	22	0	0	1	NA	11	1632.8	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	49	0	2	15	27	5	1	1	NA	11	2712.96	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	42	0	4	6	32	0	0	0	NA	11	2562.24	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	0	41	0	5	11	23	2	0	1	NA	11	2009.6	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	49	0	18	5	25	1	0	0	NA	11	2260.8	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	0	40	3	11	7	16	3	0	4	NA	11	1992.8533333333	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	19	0	3	4	12	0	0	1	NA	11	NA	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	30	0	6	9	15	0	0	6	NA	11	1875.6266666667	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	25	1	3	1	19	1	0	2	NA	11	1318.8	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	30	1	5	4	20	0	0	0	NA	11	1648.5	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	50	0	10	7	28	5	0	1	NA	11	2135.2	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	24	1	5	1	17	0	0	0	NA	11	1538.6	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	40	0	15	4	19	2	0	0	NA	11	3391.2	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	55	0	9	16	27	3	1	1	NA	11	2684.7	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	0	56	0	9	17	29	1	0	0	NA	11	2373.84	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	2	9	60	11	21	18	1	9	1	2	NA	11	1530.75	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	1	72	4	30	14	19	5	0	0	NA	11	2277.5466666667	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	36	0	6	7	23	0	0	2	NA	11	2009.6	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	1	22	4	11	4	1	2	0	1	NA	11	1224.6	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	91	0	0	23	60	8	0	0	NA	11	2535.55	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	44	0	9	6	27	2	0	0	NA	11	2135.2	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	46	3	4	16	21	2	2	2	NA	11	2135.2	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	36	1	1	4	29	1	0	2	NA	11	1868.3	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	39	4	17	3	15	0	0	0	NA	11	2722.38	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	63	0	16	14	33	0	0	1	NA	11	2833.85	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	10	33	0	7	19	1	6	0	4	NA	11	2277.5466666667	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	1	22	0	6	2	13	1	0	1	NA	11	1632.8	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	0	0	25	0	1	4	15	5	1	1	NA	11	1868.3	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	113	04N	3	3	4	4	1	1	33	1	4	4	24	0	0	1	NA	11	1648.5	27.20898	18.55348	0.8648726	13.20236	18.87284
2010	70	201	6	7	7	12	1	87	84	28	0	53	0	3	0	0	128	2	1413	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	87	95	25	0	68	0	2	1	0	125	2	1875.6266666667	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	106	0	0	0	0	0	0	0	0	150	2	1428.7	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	180	0	0	0	0	0	0	0	0	273	2	2277.5466666667	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	59	25	0	0	22	0	3	0	0	73	2	1061.32	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	176	0	0	0	0	0	0	0	0	194	2	1507.2	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	88	16	0	0	16	0	0	0	0	76	2	1061.32	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	124	16	1	15	0	0	0	0	0	192	2	1333.4533333333	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	107	36	0	0	36	0	0	0	0	138	2	1333.4533333333	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	124	9	1	8	0	0	0	0	0	91	2	1142.96	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	128	2	0	0	2	0	0	0	0	205	2	1538.6	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	132	5	5	0	0	0	0	1	1	180	2	1538.6	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	53	71	4	1	66	0	0	1	0	179	2	1061.32	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	68	14	0	0	14	0	0	0	0	NA	2	1142.96	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	91	34	0	0	34	0	0	0	0	180	2	1868.3	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	164	0	0	0	0	0	0	0	0	155	2	1128.3066666667	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	120	5	1	0	4	0	0	0	0	146	2	1142.96	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	150	0	0	0	0	0	0	0	0	201	2	1333.4533333333	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	70	32	0	0	31	1	0	1	0	91	2	828.96	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	103	0	0	0	0	0	0	0	0	146	2	1142.96	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	2	113	2	0	0	2	0	0	5	0	85	2	1238.2066666667	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	201	6	7	7	12	1	148	3	0	0	3	0	0	0	0	108	2	1413	23.7373	2.309463	0.03416471	1.69632	3.847196
2010	70	58	15	22	45	56	1	62	59	8	28	18	2	3	4	4	91	5	2419.8933333333	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	29	84	9	52	17	5	1	0	0	136	5	2009.6	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	48	74	12	29	32	1	0	0	0	106	5	3211.6966666667	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	92	38	7	7	21	3	0	0	0	316	5	3052.08	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	33	31	5	7	18	1	0	0	4	68	5	1884	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	16	86	0	58	22	5	1	0	0	83	5	2009.6	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	41	40	15	17	5	1	2	0	0	36	5	1333.4533333333	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	15	60	3	48	7	1	1	0	0	46	5	1055.04	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	37	72	15	49	6	0	2	1	3	134	5	2419.8933333333	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	35	61	3	47	11	0	0	0	0	74	5	1884	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	6	42	6	24	10	0	2	0	0	32	5	1333.4533333333	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	26	36	3	25	8	0	0	0	0	73	5	1884	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	22	18	2	9	7	0	0	0	0	98	5	1061.32	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	6	20	2	17	1	0	0	0	2	168	5	2277.5466666667	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	11	38	13	21	4	0	0	0	0	22	5	1230.88	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	8	30	8	18	2	0	2	0	0	41	5	828.96	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	15	50	5	29	15	1	0	0	0	74	5	1538.6	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	49	48	11	33	3	0	1	0	0	98	5	1538.6	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	36	20	0	8	9	3	0	1	2	89	5	1875.6266666667	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	2	30	62	3	45	11	1	2	3	8	96	5	2277.5466666667	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	35	54	12	32	9	1	0	0	0	64	5	1884	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	11	42	5	26	6	1	4	0	0	52	5	979.68	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	70	58	15	22	45	56	1	10	31	0	4	27	0	0	4	3	125	5	2135.2	23.73897	0.2464358	0.02959808	0.04338751	0.7767343
2010	158	29	21	96	101	101	0	0	50	0	0	48	2	0	0	2	NA	17	2543.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	32	38	0	10	27	1	0	0	0	NA	17	1850.5066666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	44	20	3	17	0	0	0	0	0	NA	17	1741.6533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	2	3	13	0	6	7	0	0	1	0	NA	17	1875.6266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	13	0	0	13	0	0	0	0	NA	17	2268.65	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	51	0	0	0	0	0	0	0	0	NA	17	1868.3	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	1	13	0	7	6	0	0	0	0	NA	17	2135.2	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	41	72	11	22	39	0	0	0	0	NA	17	2402.1	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	3	0	44	0	6	38	0	0	0	0	NA	17	1992.8533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	40	55	2	7	45	1	0	0	0	NA	17	2402.1	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	1	17	0	1	16	0	0	0	0	NA	17	1875.6266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	2	32	0	31	0	1	0	1	0	NA	17	1734.85	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	90	12	2	10	0	0	0	0	0	NA	17	2543.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	64	20	7	11	2	0	0	0	1	NA	17	2543.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	37	40	3	10	27	0	0	1	0	NA	17	2402.1	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	4	74	87	0	18	68	0	1	0	0	NA	17	3349.3333333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	13	45	3	9	33	0	0	0	0	NA	17	2562.24	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	18	5	0	11	2	0	0	0	NA	17	2882.52	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	43	0	8	35	0	0	0	2	NA	17	1850.5066666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	6	31	3	20	7	1	0	0	0	NA	17	1530.75	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	19	10	0	0	9	1	0	0	1	NA	17	2366.5133333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	43	15	0	11	4	0	0	1	0	NA	17	1875.6266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	3	12	0	4	8	0	0	0	0	NA	17	2241.96	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	13	0	0	13	0	0	0	0	NA	17	1708.16	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	10	0	1	7	2	0	0	0	NA	17	1413	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	24	38	11	9	18	0	0	0	0	NA	17	2373.84	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	2	19	31	1	3	24	3	0	1	0	NA	17	2402.1	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	2	0	26	0	2	24	0	0	0	0	NA	17	2411.52	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	2	30	27	6	1	20	0	0	0	0	NA	17	1538.6	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	27	12	0	0	11	1	0	0	0	NA	17	2268.65	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	4	12	0	2	7	0	3	0	0	NA	17	1875.6266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	13	0	0	13	0	0	0	0	NA	17	1868.3	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	1	11	0	0	11	0	0	1	1	NA	17	2117.4066666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	57	10	10	0	0	0	0	0	0	NA	17	1992.8533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	58	0	0	0	0	0	0	0	1	NA	17	2326.74	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	6	2	1	1	0	0	0	0	3	NA	17	2505.72	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	48	14	0	1	12	0	1	0	0	NA	17	1875.6266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	1	2	0	2	0	0	0	0	0	NA	17	1758.4	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	19	1	0	1	0	0	0	0	0	NA	17	2712.96	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	23	0	0	0	0	0	0	0	0	NA	17	2644.9266666667	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	28	0	0	27	1	0	0	1	NA	17	1741.6533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	4	14	0	0	14	0	0	0	0	NA	17	1632.8	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	1	0	1	0	0	0	0	1	NA	17	2110.08	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	1	1	0	0	0	0	3	0	NA	17	1428.7	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	2	23	1	0	1	0	0	0	0	1	NA	17	2241.96	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	0	0	4	0	0	3	1	0	0	0	NA	17	1884	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	0	0	0	0	0	0	0	2	NA	17	1992.8533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	158	29	21	96	101	101	1	0	0	0	0	0	0	0	0	0	NA	17	1992.8533333333	29.26468	0.08823646	0.03192997	0.0446883	0.1669469
2010	113	04M	3	3	4	4	0	0	45	1	18	2	24	0	0	3	NA	10	1538.6	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	42	0	12	3	26	1	0	0	NA	10	1149.7633333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	20	2	5	0	12	1	0	1	NA	10	967.12	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	131	1	26	47	47	10	0	0	NA	10	3579.6	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	74	0	9	31	32	2	2	11	NA	10	NA	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	86	2	22	21	39	2	0	1	NA	10	3014.4	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	5	51	1	25	1	23	1	0	1	NA	10	1436.0266666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	24	0	5	0	19	0	0	0	NA	10	690.8	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	50	0	22	2	24	2	0	2	NA	10	1142.96	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	2	0	42	8	14	10	7	3	0	1	NA	10	2722.38	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	38	0	3	2	33	0	0	1	NA	10	1318.8	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	3	43	2	19	9	10	3	0	2	NA	10	1850.5066666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	10	39	5	21	5	4	4	0	0	NA	10	2419.8933333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	38	3	14	2	18	1	0	1	NA	10	1047.7133333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	34	0	1	13	15	5	0	2	NA	10	1632.8	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	47	1	4	4	38	0	0	1	NA	10	1743.7466666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	68	7	22	8	28	3	0	3	NA	10	1436.0266666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	37	3	17	7	10	0	0	0	NA	10	1428.7	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	27	2	4	5	14	2	0	0	NA	10	1197.3866666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	56	5	9	20	20	2	0	2	NA	10	2545.4933333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	49	0	2	9	36	2	2	2	NA	10	1641.1733333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	68	0	34	4	25	5	0	0	NA	10	1884	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	68	0	15	10	41	2	0	1	NA	10	2712.96	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	51	4	6	4	37	0	0	0	NA	10	1632.8	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	37	3	18	5	6	5	1	2	NA	10	2204.28	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	78	4	10	23	39	2	0	1	NA	10	3778.4666666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	8	107	9	52	19	17	10	0	0	NA	10	1766.25	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	54	2	4	5	42	1	0	2	NA	10	1875.6266666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	49	2	17	1	27	2	0	3	NA	10	2135.2	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	1	43	0	12	8	22	1	0	1	NA	10	1413	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	21	1	5	6	9	0	3	4	NA	10	1197.3866666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	2	63	0	32	4	19	8	1	0	NA	10	1875.6266666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	43	0	0	6	35	2	0	5	NA	10	2001.75	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	5	61	2	31	5	15	8	1	1	NA	10	1538.6	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	68	0	28	5	33	2	0	9	NA	10	1530.75	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	65	0	18	9	35	3	0	0	NA	10	1230.88	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	0	37	0	10	1	25	1	0	1	NA	10	1648.5	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	2	0	24	1	12	1	9	1	0	1	NA	10	1047.7133333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	48	1	8	4	34	1	0	1	NA	10	2419.8933333333	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	1	9	37	1	17	3	15	1	0	0	NA	10	1648.5	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	20	0	6	3	11	0	0	1	NA	10	972.8766666667	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	82	3	20	12	46	1	1	5	NA	10	2712.96	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	113	04M	3	3	4	4	0	0	38	3	8	13	4	10	0	2	NA	10	1208.9	27.20897	18.54505	0.8564486	13.19394	18.86442
2010	70	8	14	22	45	55	1	112	2	0	0	2	0	0	0	0	286	4	3131.6266666667	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	70	8	14	22	45	55	1	111	5	4	0	1	0	0	0	0	NA	4	NA	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	70	8	14	22	45	55	2	135	1	1	0	0	0	0	0	0	261	4	3730.32	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	70	8	14	22	45	55	1	119	5	0	0	5	0	0	0	0	226	4	2863.68	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
2010	70	8	14	22	45	55	2	135	25	1	0	24	0	0	0	0	148	4	2386.4	23.73801	0.2837293	0.03729352	0.07493069	0.8140278
